index,hight,width,estimate
0,8,1,0.0
1,8,1,0.0
2,6,2,0.0
3,6,2,0.0
4,5,2,0.0
5,5,2,0.0
6,7,2,0.0
7,6,2,0.0
8,6,2,0.0
9,6,2,0.0
10,5,2,0.0
11,5,2,0.0
12,6,2,0.0
13,6,2,0.0
14,5,2,0.0
15,6,2,0.0
16,7,2,0.0
17,5,2,0.0
18,5,2,0.0
19,6,2,0.0
20,7,2,0.0
21,5,2,0.0
22,5,2,0.0
23,5,2,0.0
24,6,2,0.0
25,7,2,0.0
26,7,2,0.0
27,5,2,0.0
28,5,2,0.0
29,5,2,0.0
30,6,2,0.0
31,4,2,0.0
32,5,2,0.0
33,6,2,0.0
34,7,2,0.0
35,6,2,0.0
36,6,2,0.0
37,5,2,0.0
38,6,2,0.0
39,5,2,0.0
40,4,2,0.0
41,5,2,0.0
42,6,2,0.0
43,5,2,0.0
44,6,2,0.0
45,5,2,0.0
46,6,2,0.0
47,6,2,0.0
48,5,2,0.0
49,5,2,0.0
50,7,2,0.0
51,6,2,0.0
52,4,2,0.0
53,6,2,0.0
54,6,2,0.0
55,5,2,0.0
56,6,2,0.0
57,6,2,0.0
58,6,2,0.0
59,7,2,0.0
60,4,2,0.0
61,6,2,0.0
62,4,2,0.0
63,5,2,0.0
64,5,2,0.0
65,5,2,0.0
66,4,2,0.0
67,7,2,0.0
68,6,2,0.0
69,4,2,0.0
70,5,2,0.0
71,5,2,0.0
72,5,2,0.0
73,6,2,0.0
74,5,2,0.0
75,7,2,0.0
76,6,2,0.0
77,5,2,0.0
78,6,2,0.0
79,5,2,0.0
80,5,2,0.0
81,6,2,0.0
82,5,2,0.0
83,5,2,0.0
84,4,2,0.0
85,7,2,0.0
86,6,2,0.0
87,6,2,0.0
88,7,2,0.0
89,6,2,0.0
90,4,2,0.0
91,7,2,0.0
92,5,2,0.0
93,6,2,0.0
94,6,2,0.0
95,4,2,0.0
96,5,2,0.0
97,5,2,0.0
98,4,2,0.0
99,6,2,0.0
100,7,2,0.0
101,7,2,0.0
102,4,2,0.0
103,6,2,0.0
104,4,2,0.0
105,5,2,0.0
106,7,2,0.0
107,5,2,0.0
108,6,2,0.0
109,7,2,0.0
110,7,2,0.0
111,5,2,0.0
112,5,2,0.0
113,7,2,0.0
114,5,2,0.0
115,6,2,0.0
116,7,2,0.0
117,4,2,0.0
118,5,2,0.0
119,6,2,0.0
120,6,2,0.0
121,5,2,0.0
122,6,2,0.0
123,5,2,0.0
124,4,2,0.0
125,4,2,0.0
126,7,2,0.0
127,6,2,0.0
128,5,2,0.0
129,6,2,0.0
130,5,2,0.0
131,5,2,0.0
132,5,2,0.0
133,5,2,0.0
134,6,2,0.0
135,5,2,0.0
136,6,2,0.0
137,6,2,0.0
138,5,2,0.0
139,6,2,0.0
140,5,2,0.0
141,5,2,0.0
142,5,2,0.0
143,6,2,0.0
144,4,2,0.0
145,5,2,0.0
146,5,2,0.0
147,5,2,0.0
148,6,2,0.0
149,5,2,0.0
150,4,2,0.0
151,7,2,0.0
152,6,2,0.0
153,6,2,0.0
154,6,2,0.0
155,5,2,0.0
156,4,2,0.0
157,5,2,0.0
158,5,2,0.0
159,4,2,0.0
160,5,2,0.0
161,5,2,0.0
162,7,2,0.0
163,4,2,0.0
164,5,2,0.0
165,4,2,0.0
166,6,2,0.0
167,6,2,0.0
168,6,2,0.0
169,5,2,0.0
170,6,2,0.0
171,5,2,0.0
172,4,2,0.0
173,6,2,0.0
174,6,2,0.0
175,4,2,0.0
176,6,2,0.0
177,6,2,0.0
178,6,2,0.0
179,5,2,0.0
180,4,2,0.0
181,4,2,0.0
182,5,2,0.0
183,6,2,0.0
184,5,2,0.0
185,4,2,0.0
186,5,2,0.0
187,5,2,0.0
188,6,2,0.0
189,6,2,0.0
190,5,2,0.0
191,4,2,0.0
192,4,2,0.0
193,6,2,0.0
194,6,2,0.0
195,5,2,0.0
196,6,2,0.0
197,6,2,0.0
198,5,2,0.0
199,5,2,0.0
200,5,2,0.0
201,5,2,0.0
202,6,2,0.0
203,6,2,0.0
204,5,2,0.0
205,6,2,0.0
206,6,2,0.0
207,6,2,0.0
208,6,2,0.0
209,5,2,0.0
210,5,2,0.0
211,4,2,0.0
212,6,2,0.0
213,6,2,0.0
214,5,2,0.0
215,5,2,0.0
216,6,2,0.0
217,4,2,0.0
218,6,2,0.0
219,5,2,0.0
220,7,2,0.0
221,4,2,0.0
222,6,2,0.0
223,4,2,0.0
224,7,2,0.0
225,5,2,0.0
226,6,2,0.0
227,5,2,0.0
228,6,2,0.0
229,4,2,0.0
230,5,2,0.0
231,6,2,0.0
232,6,2,0.0
233,7,2,0.0
234,5,2,0.0
235,7,2,0.0
236,5,2,0.0
237,5,2,0.0
238,6,2,0.0
239,6,2,0.0
240,5,3,0.0
241,5,3,0.0
242,4,3,0.0
243,5,3,0.0
244,5,3,0.0
245,5,3,0.0
246,5,3,0.0
247,5,3,0.0
248,6,3,0.0
249,4,3,0.0
250,6,3,0.0
251,5,3,0.0
252,4,3,0.0
253,4,3,0.0
254,6,3,0.0
255,4,3,0.0
256,4,3,0.0
257,4,3,0.0
258,6,3,0.0
259,4,3,0.0
260,4,3,0.0
261,4,3,0.0
262,4,3,0.0
263,4,3,0.0
264,5,3,0.0
265,5,3,0.0
266,5,3,0.0
267,6,3,0.0
268,5,3,0.0
269,6,3,0.0
270,4,3,0.0
271,5,3,0.0
272,3,3,0.0
273,4,3,0.0
274,6,3,0.0
275,4,3,0.0
276,4,3,0.0
277,4,3,0.0
278,4,3,0.0
279,4,3,0.0
280,5,3,0.0
281,5,3,0.0
282,4,3,0.0
283,5,3,0.0
284,5,3,0.0
285,5,3,0.0
286,4,3,0.0
287,3,3,0.0
288,4,3,0.0
289,4,3,0.0
290,5,3,0.0
291,5,3,0.0
292,6,3,0.0
293,5,3,0.0
294,5,3,0.0
295,5,3,0.0
296,4,3,0.0
297,5,3,0.0
298,5,3,0.0
299,4,3,0.0
300,4,3,0.0
301,5,3,0.0
302,4,3,0.0
303,6,3,0.0
304,5,3,0.0
305,5,3,0.0
306,4,3,0.0
307,5,3,0.0
308,3,3,0.0
309,4,3,0.0
310,5,3,0.0
311,5,3,0.0
312,4,3,0.0
313,4,3,0.0
314,5,3,0.0
315,6,3,0.0
316,5,3,0.0
317,5,3,0.0
318,4,3,0.0
319,4,3,0.0
320,4,3,0.0
321,3,3,0.0
322,5,3,0.0
323,5,3,0.0
324,5,3,0.0
325,5,3,0.0
326,5,3,0.0
327,4,3,0.0
328,4,3,0.0
329,4,3,0.0
330,4,3,0.0
331,5,3,0.0
332,5,3,0.0
333,4,3,0.0
334,5,3,0.0
335,5,3,0.0
336,5,3,0.0
337,5,3,0.0
338,6,3,0.0
339,4,3,0.0
340,4,3,0.0
341,4,3,0.0
342,5,3,0.0
343,5,3,0.0
344,6,3,0.0
345,6,3,0.0
346,4,3,0.0
