index,hight,width,estimate
347,3,3,0.0
348,4,3,0.0
349,3,3,0.0
350,5,3,0.0
351,6,3,0.0
352,6,3,0.0
353,4,3,0.0
354,5,3,0.0
355,5,3,0.0
356,4,3,0.0
357,4,3,0.0
358,5,3,0.0
359,5,3,0.0
360,5,3,0.0
361,4,3,0.0
362,5,3,0.0
363,5,3,0.0
364,4,3,0.0
365,4,3,0.0
366,5,3,0.0
367,4,3,0.0
368,5,3,0.0
369,5,3,0.0
370,5,3,0.0
371,5,3,0.0
372,4,3,0.0
373,6,3,0.0
374,5,3,0.0
375,4,3,0.0
376,4,3,0.0
377,4,3,0.0
378,5,3,0.0
379,4,3,0.0
380,5,3,0.0
381,4,3,0.0
382,4,3,0.0
383,3,3,0.0
384,4,3,0.0
385,4,3,0.0
386,4,3,0.0
387,4,3,0.0
388,4,3,0.0
389,5,3,0.0
390,3,3,0.0
391,5,3,0.0
392,6,3,0.0
393,4,3,0.0
394,4,3,0.0
395,5,3,0.0
396,5,3,0.0
397,3,3,0.0
398,4,3,0.0
399,4,3,0.0
400,5,3,0.0
401,4,3,0.0
402,4,3,0.0
403,5,3,0.0
404,4,3,0.0
405,5,3,0.0
406,5,3,0.0
407,4,3,0.0
408,5,3,0.0
409,4,4,0.0
410,4,4,0.0
411,3,4,0.0
412,3,4,0.0
413,4,4,0.0
414,4,4,0.0
415,4,4,0.0
416,4,4,0.0
417,4,4,0.0
418,4,4,0.0
419,5,4,0.0
420,4,4,0.0
421,4,4,0.0
422,5,4,0.0
423,4,4,0.0
424,3,4,0.0
425,3,4,0.0
426,3,4,0.0
427,4,4,0.0
428,3,4,0.0
429,5,4,0.0
430,5,4,0.0
431,3,5,0.0
0,1

