index,hight,width,estimate
0,8,1,7479559460495706.0
1,8,1,686565930934.4137
2,5,2,70494927644.68385
3,5,2,145328858.23839584
4,5,2,1714095059403667.2
5,7,2,1515839011040288.0
6,7,2,9929622000925466.0
7,5,2,98932674.99566805
8,5,2,1284643200.72978
9,6,2,334140252.8069642
10,5,2,469155229.33242327
11,5,2,1062291949138.7344
12,6,2,4514069465.271958
13,6,2,38466161607.32756
14,5,2,293098754442.5889
15,4,2,104909127885.7437
16,5,2,21452423557.18226
17,7,2,4356528309247.242
18,5,2,2413373573.640398
19,6,2,931700060447.4772
20,5,2,308650233711625.5
21,5,2,256125802678.5931
22,7,2,8285025797.851474
23,6,2,599258099.6173911
24,6,2,121344281.72382525
25,5,2,2851023541780.2573
26,6,2,3068233149.5275607
27,5,2,131004743015.8064
28,7,2,150931033481720.62
29,6,2,4132443040.3167887
30,5,2,3271573993.13115
31,6,2,20155263530.04204
32,6,2,7573963429.879195
33,6,2,4463703097177.178
34,6,2,9980488643.6086
35,5,2,3691081434.6669855
36,5,2,13423342584.790457
37,5,2,252548714185.88193
38,5,2,2488033758.8366933
39,4,2,159950514.64372152
40,5,2,2515786612.643237
41,5,2,3948436381.5926747
42,6,2,4509682993.611326
43,6,2,1397435129032756.5
44,4,2,209704664.28252432
45,5,2,1363630585.1496236
46,6,2,123676865646.03436
47,6,2,243008425.1916796
48,4,2,10363352324.312088
49,5,2,35204811.12321272
50,6,2,1224908541.6369572
51,5,2,127461424398.92432
52,6,2,41717119381.13968
53,5,2,8193388593.0860405
54,4,2,108408859228.88972
55,4,2,1433994059.2614346
56,5,2,1092292581.1469927
57,6,2,2262280756566.033
58,4,2,271175132.94161123
59,6,2,872512476.279012
60,6,2,239008073.66146445
61,5,2,273998418269.19196
62,5,2,22276376438.333195
63,5,2,3600235051.8050094
64,4,2,40723790704.72188
65,4,2,1555241770.8244565
66,5,2,295191603.60632354
67,5,2,4855716463.590095
68,5,2,107115280496.0151
69,7,2,474634144690.6353
70,5,2,1809429526428102.5
71,5,2,3062285327.832827
72,6,2,1521788863321.972
73,5,2,1238569192.3172536
74,7,2,7288021576506740.0
75,6,2,4383912209.22926
76,5,2,41529302592.6089
77,6,2,1336115734270261.8
78,4,2,22514878681.467117
79,5,2,27873603344.982014
80,6,2,1512285356592.8752
81,5,2,23781401800.852062
82,5,2,2497453120473.6167
83,5,2,48908674081.35086
84,5,2,4024807219.3315754
85,7,2,405476861606.3062
86,6,2,145328858.2383958
87,5,2,473038848.3974291
88,5,2,1886651226.2425847
89,6,2,131836720622.80765
90,6,2,424262229.62421566
91,4,2,29943177954.174534
92,5,2,1958349295.4658985
93,6,2,810920624479.4623
94,6,2,251764684907.78082
95,6,2,929141326737.9673
96,6,2,202392434.28495878
97,5,2,5875212327.687035
98,6,2,7433975853176885.0
99,4,2,1878149793.43764
100,5,2,7311744980189519.0
101,6,2,3805692257.3406143
102,6,2,202197191701.08755
103,5,2,1910191572.9840293
104,7,2,3643286712.4470487
105,6,2,9422895321939452.0
106,4,2,11487350656.218924
107,6,2,9045173480128882.0
108,7,2,4775866239.429534
109,4,2,286771561.2736072
110,6,2,1318768841.0428321
111,5,2,29253446959.87353
112,5,2,4163073403.0177736
113,5,2,83329006536.99457
114,6,2,295191603.60632354
115,6,2,628007866001.1765
116,6,2,20235607989.812927
117,7,2,135666014033.07849
118,7,2,334140252.8069642
119,5,2,951687249583.9417
120,5,2,3698292081.297605
121,4,2,39270012290.40164
122,5,2,7012476016.521918
123,7,2,1697088860927.1162
124,6,2,3415660541.6969805
