index,hight,width,estimate
125,7,2,41717119381.13968
126,5,2,427636813.1830116
127,5,2,342549912105.5965
128,5,2,866996604798.5651
129,6,2,6798412470.212531
130,6,2,8285025797.851474
131,7,2,57908912184.87946
132,4,2,2229574443.8826647
133,4,2,2063843859.1938074
134,6,2,822603727464321.4
135,5,2,65959652799.55842
136,5,2,1003314317717.4541
137,5,2,5922944499.012605
138,6,2,1020327016954.1342
139,5,2,5238679973.138169
140,6,2,4302001953577.719
141,5,2,1265375773335653.0
142,5,2,13201358311.469275
143,5,2,4378887831.789143
144,6,2,133457410612.46619
145,6,2,7216600648.501169
146,4,2,2639053307.455219
147,7,2,6787630860.274809
148,5,2,567484930416.7208
149,7,2,456555476.8132925
150,4,2,6064102599.035271
151,6,2,1071954085087.6466
152,6,2,5041142898.523564
153,5,2,2160460898.071626
154,6,2,299739479256452.94
155,4,2,114548479.42930405
156,4,2,6288307275.806492
157,4,2,2184393278795.1453
158,6,2,3093121868.6851325
159,6,2,113972542691315.56
160,4,2,2689582629.079307
161,6,2,3842697047.3495507
162,6,2,4406708920.855482
163,7,2,1424663395475381.8
164,4,2,2959143952.041866
165,6,2,431949465190.4896
166,4,2,987895134.7380053
167,5,2,271114649.8002128
168,5,2,137985031539.09476
169,5,2,44212819153.23599
170,6,2,532070446858.115
171,4,2,20538576118.499878
172,6,2,2060454587686.5
173,6,2,2813215859.3043346
174,5,2,316202390.6022335
175,5,2,311912384.54990625
176,6,2,1445032141301351.5
177,4,2,1820525804.0855591
178,6,2,456555476.8132925
179,6,2,1158096364798.2495
180,5,2,39870984500.20043
181,5,2,360472125618.4713
182,6,2,635395841.2846727
183,5,2,35877167110.370605
184,7,2,958129789603.3257
185,4,2,3098599543.454615
186,7,2,624627193816.115
187,7,2,52821051991.39688
188,6,2,1373321165878.6604
189,6,2,237068710.35693052
190,5,2,140589983983.90674
191,5,2,1717049768.276592
192,5,2,1287938760.522882
193,6,2,357711203935.73456
194,5,2,3566462019.001353
195,6,2,4181228311642.0986
196,6,2,4170225268473.939
197,6,2,2302957854.093506
198,7,2,7297031116433020.0
199,4,2,1345537804.8195546
200,6,2,6638023602.186898
201,6,2,3643286712.4470487
202,5,2,4499155374.067758
203,5,2,5261848083.160739
204,5,2,1413173001632.909
205,5,2,6451902543.305489
206,5,2,13724411971.541265
207,5,2,398743936.98974454
208,6,2,1292856928.2866294
209,6,2,64246851345.707794
210,4,2,6327973523.032209
211,6,2,636124697786.9132
212,7,2,6384441961.162206
213,6,2,14031710924.30561
214,7,2,103102393059.85658
215,5,2,2478781822.6343
216,5,2,741800614050622.1
217,6,2,1209916964.2575192
218,5,2,226179250020.42175
219,7,2,2018067561505.2852
220,5,2,357314419.7643238
221,6,2,4911533998.735857
222,4,2,5138778376.907678
223,4,2,3395454963.564589
224,6,2,365866689589.19965
225,5,2,3241678360.978308
226,4,2,19714623237.348934
227,4,2,2815858058.804245
228,5,2,589456767.2638543
229,5,2,2184613190.278414
230,6,2,46895321794.96745
231,6,2,129914091995.5841
232,6,2,6058887871.142119
233,7,2,241821154775.84982
234,6,2,3213561660.948899
235,6,2,368895514884.2651
236,6,2,327144383796393.75
237,6,2,23781401800.852062
238,7,2,809834314687.4369
239,6,2,34583588377.496
240,4,3,41861234168.124344
241,6,3,1887800897717.9224
242,4,3,1069232019.6625608
243,4,3,3441193192.008165
244,4,3,4066677968.8571453
245,5,3,6805049552645616.0
246,5,3,2223259150.6691017
247,4,3,1296284198187.6914
248,6,3,4186991109.1148634
249,5,3,16889107.00350577
250,5,3,3429485540.8890586
251,5,3,3803523306.7700233
252,5,3,2629888866.3306
253,5,3,1257023640813.9785
254,5,3,660057100202.9806
255,5,3,42522159800.04762
256,4,3,38022689580.23194
257,5,3,8862812873995308.0
258,5,3,9491235007.801056
259,5,3,11050272545.59545
260,4,3,20031270.795215677
261,5,3,265125981.16659215
262,4,3,2480331034.146413
263,5,3,5194770968.617216
264,5,3,2709575261.2407503
265,5,3,14129526985991.822
266,5,3,899293632.3374217
267,4,3,1215588014.5267549
268,6,3,79598156875.33192
269,4,3,31863533.188092235
270,4,3,800937051.8633438
271,5,3,51888844229.12052
272,4,3,22638408551.922474
273,6,3,1517966714.6937811
274,4,3,207948436.9589435
275,6,3,2629888866.3306
276,5,3,375436442.28970003
277,4,3,1852958560.5071778
278,4,3,33729795510.44791
279,4,3,94101260514.6294
280,5,3,7433834232077711.0
281,5,3,39541121459.19237
282,5,3,443384828.93937224
283,5,3,4282896154314.8784
284,5,3,136988255.56496793
285,6,3,41291986643.70322
286,6,3,6754503465.691578
287,4,3,781669237.4202169
288,5,3,6628604992403655.0
289,4,3,274846645.4125655
290,4,3,3106642966.504482
291,6,3,64522228250.57794
292,6,3,288114591.52451324
293,5,3,800191900829.1154
294,4,3,3985123184.222268
295,5,3,304336393563775.5
296,5,3,4171383483.673565
297,5,3,32340807594.54595
298,4,3,97600991857.77542
299,5,3,16202320243.421745
300,4,3,169048472.15780073
301,5,3,9182548192.903265
302,5,3,2202337943.9993086
303,4,3,368126840.008529
304,4,3,6607147679.301599
305,5,3,288114591.5245132
306,5,3,1929596645768.5767
307,3,3,1283968342.1517174
308,4,3,181518121.59388453
309,3,3,2542243536.3133335
310,6,3,9671801828.710812
311,4,3,257161230369.80823
312,5,3,3972557961.836298
313,5,3,1342640759661.5303
314,5,3,416689100.42435175
315,4,3,1406342655003149.8
316,4,3,44284573.006829664
317,6,3,104405293532.99268
318,5,3,57306151857.29207
319,5,3,249089348.58395228
320,4,3,4343367916.733895
321,4,3,4588746793.012236
322,4,3,2748550131.4358454
323,5,3,248581359702.6521
324,5,3,4000580671542.594
325,5,3,3183617070.6243367
326,5,3,702967335014.3792
327,5,3,3176150833.1307883
328,5,3,200721250.52337912
329,4,3,7484792052.54065
330,4,3,212315654.68956435
331,5,3,23517950313.797607
332,4,3,245004271209.94092
333,4,3,1228009054.3454924
334,4,3,12398697024.393839
335,5,3,96307413124.9008
336,4,3,130440588563.15373
337,5,3,7690652323.896477
338,4,3,14775451812.114029
339,3,3,18291440.217659004
340,5,3,37256045365.80493
341,4,3,5102540930.629382
342,4,3,2848191211.049954
343,5,3,37707121.64212918
344,5,3,1669228099.5548415
345,5,3,19711018163.426464
346,6,3,51032988245.49094
347,5,3,1229090681.6131952
348,4,3,13298977994.066933
349,5,3,199128244581.8493
350,4,3,11848628673.411287
351,5,3,4793424005.367556
352,3,3,1726630688.6670341
353,6,3,92685896253.29416
354,4,3,165434200.23329142
355,5,3,261510388.4026897
356,4,3,44598816742.27197
357,5,3,950855212684.9099
358,5,3,205555488.7638946
359,5,3,92136352.04930083
360,3,3,1449061417.6452115
361,3,3,15136833921.979603
362,4,3,279975238.32723993
363,4,3,2584210363.3688626
364,4,3,2186988298.5300975
365,4,3,1829992063.6164093
366,5,3,1898018249842.569
367,5,3,8154101587.207905
368,4,3,2607325364.194819
369,5,3,106935804.43819128
370,4,3,1266621242436.3008
371,4,3,1285218842.7342718
372,4,3,2490728091.0012965
373,6,3,3508787560.394169
374,4,3,591233085.8584417
375,5,3,4132357356646.3745
376,4,3,326182657.81190115
377,4,3,3645834170.395142
378,5,3,5394631159.8085785
379,4,3,4562088161.289225
380,4,3,24985042402.740524
381,4,3,1356686279933.0803
382,5,3,386274287.55366075
383,5,3,9115233053.012804
384,4,3,7377432733.179481
385,4,3,5225620413.041667
386,5,3,2272419822.418572
387,5,3,3035681924.541897
388,4,3,25871807148.009174
389,4,3,3847324811.578809
390,6,3,238591537384.20886
391,5,3,3446167663.7584076
392,6,3,7111282234529518.0
393,4,3,3378900733.785627
394,5,3,1278443186.5805974
395,4,3,1959200829.6820195
396,4,3,692397792556.2235
397,5,3,42666746056.01137
398,4,3,16253744370.6645
399,3,3,3933546326.2254457
400,4,3,2605568955.2467785
401,4,3,25544039127.24695
402,5,3,1988119437.22533
403,4,3,14650361820.245848
404,6,3,20037271909719.56
405,4,3,1415120213.4050817
406,4,3,23443755738.200474
407,3,3,233590415.77689254
408,3,3,461283295.5656421
409,5,4,3749865789.6094985
410,5,4,39589171993.81921
411,4,4,14937379245.979044
412,3,4,25743238507.78936
413,3,4,1876943572.2758505
414,4,4,4742608239.498453
415,4,4,9909373863.548212
416,4,4,2426673516.985888
417,4,4,2559967265.6755753
418,4,4,30437338.018514305
419,5,4,3231967497.501233
420,3,4,5019514828.282115
421,3,4,367045212.74082637
422,4,4,21975635704.79671
423,4,4,6628478713676070.0
424,4,4,532172299.6039064
425,5,4,479251375.19912046
426,3,4,23843453147.66438
427,4,4,24402449872.170807
428,4,4,2892442800.247308
429,3,4,24730217892.933033
430,4,4,2155352235.9012175
431,3,5,3396994067.325496
249,339,260

