index,hight,width,estimate
0,7,3,44.07362259977794
1,5,3,8.015619952431695
2,7,3,0.7534619331650445
3,5,3,13.289336846472235
4,5,3,47.247381853274234
5,6,3,10.11557759297594
6,6,3,0.14753432761295704
7,4,3,3.0992448586279506
8,5,3,3.0992448586279506
9,5,3,3.0992507668966605
10,5,3,12.701871912878035
11,4,3,3.0992448586279506
12,6,3,0.14753432761295704
13,5,3,10.625434402509235
14,4,3,11.615306660996435
15,5,3,3.0992448586279506
16,5,3,12.701871912878035
17,4,3,11.615306660996435
18,5,3,10.625434402509235
19,6,3,0.12130015350045475
20,6,3,0.12130015350045475
21,5,3,3.0992507668966605
22,5,3,9.685281009405802
23,5,3,12.149535137124339
24,6,3,46.69504507752055
25,6,3,46.69504507752055
26,5,3,12.149535137124339
27,5,3,7.463280211581402
28,5,3,12.73700007071854
29,6,3,43.643326016207816
30,5,3,7.463280211581402
31,5,3,12.73700007071854
32,6,3,7.463283176677997
33,6,3,7.463283176677997
34,5,3,0.4881633100809415
35,6,3,13.32446500431274
36,6,3,13.32446500431274
37,6,3,43.643326016207816
38,5,3,0.4881633100809415
39,5,3,9.685281009405802
40,7,4,42.76386729109594
41,5,4,41.53174766118927
42,5,4,7.171286420063739
43,5,4,7.893576795151539
44,4,4,11.979581537790235
45,5,4,0.7534639025879475
46,7,4,1.6234039467770445
47,5,4,6.705864643749694
48,6,4,8.481041728745739
49,5,4,6.583821486469539
50,6,4,42.84149702553734
51,5,4,1.623405916199948
52,6,4,8.805822284293939
53,5,4,45.937626544592234
54,5,4,7.171286420063739
55,4,4,9.852911860213835
56,4,4,9.315679093827233
57,5,4,7.573702654387257
58,5,4,3.0992592122845415
59,3,4,8.543156551531833
60,5,4,3.0992592122845415
61,5,4,0.9912421671124538
62,5,4,1.017476341224957
63,4,4,3.9691868722399506
64,4,4,1.623405916199948
65,4,4,11.392116604196035
66,4,4,0.4148284232102295
67,4,4,6.583821486469539
68,4,4,10.305551352314435
69,5,4,7.573696710053335
70,4,4,6.583821486469539
71,5,4,7.171286420063739
72,4,4,9.852911860213835
73,3,4,3.9691868722399506
74,4,4,3.9691927805086604
75,4,4,0.41482450146710503
76,4,4,1.623405916199948
77,5,4,7.463280211581402
78,5,4,7.463280211581402
79,5,4,11.427244762036539
80,5,4,10.514999272894139
81,4,4,7.463280211581402
82,5,4,8.375525700723802
83,6,4,12.014709695630739
84,5,4,11.102464206488339
85,4,4,11.504877461574528
86,5,4,10.839779828442339
87,4,4,7.463280211581401
88,5,4,1.3581053236929415
89,5,4,45.46291950327994
90,5,4,11.102464206488339
91,6,4,6.153527867995997
92,6,4,45.38528976883855
93,5,4,10.514999272894139
94,4,4,11.504874496477933
95,5,4,6.153524902899402
96,6,4,42.33357070752581
97,5,4,45.46292246837654
98,6,5,7.171286420063739
99,6,5,41.53174171685534
100,5,5,6.583821486469539
101,5,5,0.46639024322993317
102,5,5,0.4148225320442025
103,4,5,6.661451220910934
104,4,5,0.07619489615273345
105,4,5,40.221995317603856
106,5,5,2.4933479298119483
107,5,5,1.623405916199948
108,4,5,0.4148284232102295
109,4,5,3.9692012258965415
110,5,5,6.263950310801851
111,4,5,0.4148225320442016
112,4,5,1.2847645456562016
113,4,5,2.4933479298119483
114,3,5,0.46639024322993317
115,5,5,0.07619489615273345
116,5,5,6.153524902899402
117,5,5,44.15317012479114
118,5,5,9.792708897806339
119,4,5,9.282873698653534
120,4,5,6.153524902899402
121,5,5,9.205243964212139
122,4,5,10.195125117989123
123,4,5,9.282879628846723
124,4,6,1.2847625762332977
125,4,6,0.4148284232102295
126,4,6,1.2847625762332981
127,4,6,7.973127285261321
104,102,125,101
115,19,20,12
