index,hight,width,estimate
0,8,2,36.03838314839153
1,5,2,33.507941927816326
2,7,2,29.540365877073764
3,6,2,42.35066283699612
4,5,2,38.16968318179991
5,8,2,36.54683371884117
6,7,2,29.540365877073764
7,7,2,34.20210713105735
8,6,2,38.16968318179991
9,6,2,40.00595919913409
10,7,2,36.54683371884117
11,8,2,34.20210713105735
12,7,2,38.383086786253564
13,7,2,29.540365877073764
14,7,2,36.03838314839153
15,7,2,29.540365877073764
16,6,2,40.51440976958373
17,8,2,38.383086786253564
18,5,2,42.35066283699612
19,5,2,33.507941927816326
20,5,2,33.507941927816326
21,5,2,40.51440976958373
22,5,2,33.507941927816326
23,5,2,40.00595919913409
24,6,2,3.9682900348587133
25,6,2,3.9682900348587133
26,6,2,3.9682747914762
27,6,2,3.9682589899790353
28,6,2,3.9682900348587133
29,6,2,3.9682742333615484
30,4,3,11.188208583946762
31,6,3,45.389554628020974
32,5,3,37.71634512161796
33,7,3,36.54680752897297
34,5,3,42.35061045725973
35,5,3,9.351955516534371
36,5,3,18.111098434593085
37,5,3,37.71634512161796
38,6,3,2.411575361799591
39,6,3,10.018670991301772
40,6,3,36.54685990870937
41,5,3,11.613081163275318
42,6,3,38.383112976121765
43,5,3,9.351955516534371
44,4,3,9.351955516534371
45,5,3,40.514383579715535
46,6,3,36.54685990870937
47,5,3,11.613081163275318
48,5,3,37.71634512161796
49,5,3,18.619549005042728
50,6,3,2.411575361799591
51,7,3,10.018697181169971
52,6,3,9.351903136797972
53,7,3,36.54685990870937
54,5,3,11.188130014342162
55,6,3,20.455802072455118
56,5,3,11.188182394078561
57,7,3,38.38303440651716
58,5,3,11.188208583946762
59,6,3,42.37803399586516
60,5,3,18.19465023584597
61,5,3,40.514383579715535
62,6,3,1.9687068610087914
63,7,3,9.351929326666172
64,6,3,2.411575361799591
65,5,3,15.849897458193956
66,5,3,8.843478756216529
67,6,3,36.54680752897297
68,6,3,38.38303440651716
69,6,3,38.383112976121765
70,5,3,35.880092054205576
71,7,3,7.673970593386152
72,5,3,11.188208583946762
73,5,3,15.849897458193956
74,5,3,9.351903136797972
75,4,3,9.351955516534371
76,6,3,44.72278677351718
77,4,3,11.188208583946762
78,5,3,11.613081163275318
79,5,3,35.880092054205576
80,5,3,42.35061045725973
81,6,3,16.27482241725891
82,5,3,18.19465023584597
83,7,3,38.383112976121765
84,5,3,35.880092054205576
85,5,3,37.71634512161796
86,7,3,11.188182394078561
87,4,3,20.45574969271872
88,6,3,11.854897868845962
89,6,3,2.411575361799591
90,7,3,38.383112976121765
91,7,3,36.54685990870937
92,6,3,45.389554628020974
93,6,3,44.72278677351718
94,5,3,7.007202738882353
95,5,3,20.455802072455118
96,5,3,16.27482241725891
97,6,3,43.04472652071077
98,6,3,43.04472652071077
99,6,3,18.619549005042728
100,5,3,11.613081163275318
101,6,3,18.111098434593085
102,5,3,9.351929326666172
103,4,3,18.619522815174527
104,7,3,11.854950248582362
105,6,3,42.37803399586516
106,7,3,7.007202738882353
107,5,3,35.880092054205576
108,5,3,18.619522815174527
109,7,3,9.510246610720328
110,5,3,20.45574969271872
111,6,3,1.9687068610087914
112,7,3,8.843478756216529
113,6,3,11.188130014342162
114,5,3,11.188153804542512
115,5,3,8.844389749123485
116,6,3,2.4116275478831914
117,4,3,7.008143161603926
118,4,3,15.850805211154496
119,5,3,2.410970278545787
120,6,3,8.843377236690147
121,5,3,15.849789458774739
122,5,3,7.008120211682142
123,5,3,11.188025254869363
124,5,3,8.844389749123485
125,4,3,7.008143161603926
126,5,3,7.00819230139391
127,5,3,8.844492108928435
128,5,3,7.00816611152571
129,4,3,15.849871268325757
130,4,3,15.850857590890895
131,5,3,7.00816611152571
132,5,3,8.84439622901632
133,5,3,15.84981564864294
134,4,3,9.351876946929771
135,5,3,8.844492108928435
136,5,3,2.4109180924621874
137,5,3,8.844439729192036
138,5,3,2.4109354878233873
139,5,3,2.410902290965022
140,6,3,7.007124169277753
141,5,3,2.4109354878233873
142,5,3,9.351850757061571
143,5,3,15.84981564864294
144,5,3,9.351850757061571
145,6,3,7.007150359145952
146,5,3,2.410970278545787
147,5,3,9.351824567193372
148,5,3,9.351850757061571
149,4,3,9.351876946929771
150,5,3,9.351850757061571
151,4,3,2.4109354878233873
152,5,3,2.4109180924621874
153,6,3,8.843374837022296
154,5,3,2.4109196863262223
155,5,3,2.410902290965022
156,4,3,11.189093386985517
157,4,3,15.850805211154496
158,5,3,7.00816611152571
159,5,3,8.844389749123485
