index,hight,width,estimate
0,8,1,1.3513105766116047e+40
1,8,1,2.788791733542464e+35
2,5,2,7.659846458811866e+21
3,6,2,1.1434200804581761e+30
4,4,2,7.659846437800347e+21
5,7,2,1.1434223553760075e+30
6,7,2,3.7419263215195246e+28
7,6,2,1.3588679659472093e+19
8,6,2,2.242486068242027e+18
9,6,2,4.232678928086615e+25
10,6,2,5.182114681046179e+26
11,5,2,193183522110554.47
12,6,2,32091565939395.223
13,6,2,2.5067983051972053e+31
14,4,2,1.869064176642542e+29
15,6,2,2.031404059143642e+39
16,5,2,2.2422892228974794e+18
17,6,2,9.731519987447244e+26
18,5,2,9.434885355124199e+35
19,5,2,2.0314040155945617e+39
20,5,2,1.6724451882662732e+31
21,6,2,5.736240866232004e+28
22,6,2,6.138208322104154e+28
23,7,2,3.457145442120779e+26
24,5,2,9.43488535512392e+35
25,6,2,6.138208322029997e+28
26,7,2,7.521716588301494e+28
27,5,2,8553532100928956.0
28,7,2,9.184468279243331e+28
29,5,2,3.063220568867334e+24
30,6,2,1.3044550786812029e+19
31,5,2,6.6272812427054e+23
32,6,2,3.4571383172495576e+26
33,7,2,4.621324803377534e+30
34,5,2,3.012677171212089e+16
35,6,2,5.728930974054371e+21
36,5,2,1.4175752052058473e+21
37,5,2,4.897744661413171e+19
38,6,2,4.207390225234503e+26
39,5,2,1.1436950355748497e+19
40,5,2,231479534714269.34
41,5,2,197646123124206.28
42,5,2,758764438919.9064
43,5,2,85183074828531.31
44,6,2,5.679857093640902e+28
45,5,2,59220120494686.16
46,4,2,1.6820732995686833e+27
47,6,2,3.9058644193713974e+21
48,6,2,2.0859366915010536e+26
49,6,2,2.788792272484674e+35
50,5,2,1.4674141024382611e+26
51,4,2,2.3967175731739665e+31
52,5,2,44862370457652.9
53,4,2,166692345911440.28
54,5,2,3.912079306446065e+31
55,6,2,4.131956033390563e+18
56,4,2,2.3967175731738845e+31
57,5,2,1.354047160598034e+24
58,6,2,1.5271819717919295e+19
59,4,2,202640025557574.16
60,6,2,3.1657864511740337e+29
61,5,2,2.398659791060414e+16
62,6,2,1.304456381358169e+19
63,6,2,5.740902177911274e+19
64,7,2,2.10164637955243e+30
65,5,2,4.232678932726885e+25
66,6,2,2.7887922724846242e+35
67,4,2,204990206071584.44
68,4,2,4.5135055446707413e+23
69,5,2,4.897325947950535e+19
70,6,2,1.6824941346597336e+35
71,4,2,176152108402161.38
72,7,2,2.78879173354253e+35
73,7,2,6.257119206328763e+36
74,5,2,1.734552389778579e+27
75,5,2,9.434885355125064e+35
76,5,2,1.310069695325632e+28
77,4,2,65501423616751.69
78,5,2,1.3100696950339403e+28
79,6,2,5.1821146793691294e+26
80,5,2,2.5072901832089276e+31
81,6,2,1.1434223579899994e+30
82,5,2,1.682494134659762e+35
83,6,2,2.1382174336610286e+28
84,5,2,3.5949498042640844e+16
85,5,2,4.175264420956761e+18
86,4,2,166821393847063.03
87,5,2,6.3442747842395745e+25
88,5,2,2.2423373435387681e+18
89,6,2,9.435037348150403e+35
90,5,2,4.175484973238418e+18
91,4,2,3.0107819714816764e+16
92,6,2,6.257080103739117e+36
93,5,2,5.838699268325025e+18
94,5,2,77667762249780.89
95,6,2,2.085936691843262e+26
96,7,2,2.035528300796037e+39
97,4,2,4.5135194754016984e+23
98,5,2,3.857624017121256e+27
99,6,2,1.1437031083954313e+19
100,6,2,1.869114705545348e+29
101,6,2,6.138208322644486e+28
102,6,2,2.0355282572012692e+39
103,5,2,1.3491225688762314e+40
104,5,2,2.37946911299665e+28
105,7,2,4.2073902465255614e+26
106,6,2,4.897110177017076e+19
107,6,2,5.1821146802475334e+26
108,5,2,60755642378922.01
109,4,2,4.5278837361573404e+23
110,7,2,3.457138315496659e+26
111,4,2,2.6475402043997925e+21
112,4,2,7.659846384079434e+21
113,6,2,482135326259.9327
114,6,2,4.621319404945098e+30
115,7,2,7.5963836618285464e+28
116,6,2,8.949626500446692e+17
117,6,2,1.1434223572550582e+30
118,6,2,392630556651.0437
119,6,2,2.1382174331849577e+28
120,4,2,7.659846393098221e+21
121,6,2,6.831222571290889e+23
122,5,2,2.3865009502467994e+21
123,6,2,6.344274866833402e+25
124,4,2,3.0631292731235174e+24
125,7,2,2.7887922724846083e+35
126,6,2,3.2076278408746316e+28
127,7,2,2.071559732804215e+26
128,6,2,1.330935837338165e+28
129,5,2,3.857624015448068e+27
130,6,2,2.7887922724846556e+35
131,6,2,1.4892770970724553e+21
132,6,2,1272232862901779.2
133,6,2,9.435037348149256e+35
134,5,2,1.4397723980051453e+18
135,4,2,5.288728149242515e+17
136,5,2,4.296380629546401e+28
137,5,2,4.897992823270378e+19
138,4,2,56358210462.41585
139,5,2,6.62729968233483e+23
140,7,2,6.257119206329023e+36
141,4,2,1.5301993843341002e+17
142,7,2,9.731520019827633e+26
143,6,2,8.218728324404774e+28
144,5,2,3.0165137152759344e+16
145,5,2,1.6824941346597734e+35
146,6,2,6.628022674462417e+23
147,5,2,1.8691147055454118e+29
148,6,2,9.343449755890074e+18
149,5,2,3.1593841907456407e+29
150,5,2,4.232678931422242e+25
151,5,2,1.6820732977248735e+27
152,7,2,3.4571383149294994e+26
153,6,2,3.457138315879813e+26
154,5,2,1.682494134659743e+35
155,5,2,1.467414104206466e+26
156,5,2,5.177028166329585e+21
157,6,2,5.1625398190329646e+20
158,6,2,6.257080103739413e+36
159,6,2,1.46741411499958e+26
160,4,2,5.288619606665952e+17
161,5,2,2345171662214604.0
162,5,2,4.131911677055424e+18
163,6,2,2.386480771327639e+21
164,4,2,4.5135010373112204e+23
165,5,2,2.386532634600196e+21
166,5,2,4.296380629976511e+28
167,6,2,4.175559518637291e+18
168,5,2,77777413942316.98
169,6,2,1.682493809553297e+35
170,5,2,2.64754023894274e+21
171,5,2,2.0859366929009123e+26
172,6,2,564711104320428.9
173,5,2,1.584457474411468e+18
174,4,2,7.687689234717819e+17
175,5,2,6.627285750441132e+23
176,4,2,193308854308522.38
177,5,2,1.8690641766424788e+29
178,5,2,1.1434200810971904e+30
179,7,2,2.7887917335425117e+35
