index,hight,width,estimate
0,5,1,6.8746216922730845
1,5,1,6.8746216922730845
2,5,1,6.8746216922730845
3,5,1,6.8746216922730845
4,5,1,6.8746216922730845
5,5,1,6.8746216922730845
6,5,1,6.8746216922730845
7,5,1,6.8746216922730845
8,4,2,6.8746216922730845
9,4,2,6.8746216922730845
10,3,2,6.8746216922730845
11,4,2,6.8746216922730845
12,4,2,6.8746216922730845
13,4,2,6.8746216922730845
14,3,2,6.8746216922730845
15,3,2,6.8746216922730845
16,4,2,6.8746216922730845
17,3,2,6.8746216922730845
18,4,2,6.8746216922730845
19,4,2,6.8746216922730845
20,3,2,6.8746216922730845
21,4,2,6.8746216922730845
22,4,2,6.8746216922730845
23,3,2,6.8746216922730845
24,4,2,6.8746216922730845
25,4,2,6.8746216922730845
26,4,2,6.8746216922730845
27,4,2,6.8746216922730845
28,3,2,6.8746216922730845
29,3,2,6.8746216922730845
30,4,2,6.8746216922730845
31,4,2,6.8746216922730845
32,4,2,6.8746216922730845
33,4,2,6.8746216922730845
34,4,2,6.8746216922730845
35,4,2,6.8746216922730845
36,3,3,6.8746216922730845
37,3,3,6.8746216922730845
38,3,3,6.8746216922730845
39,3,3,6.8746216922730845
40,3,3,6.8746216922730845
41,3,3,6.8746216922730845
42,3,3,6.8746216922730845
43,3,3,6.8746216922730845
44,2,4,6.8746216922730845
0,2

